,기업명,기업코드,현재가,매도호가,전일대비,매수호가,등락률,전일가,거래량,시가,거래대금,고가,액면가,저가,상한가,전일상한,하한가,전일하한,PER,EPS,52주 최고,52주 최저,시가총액,상장주식수,외국인현재,자본금
1732,엠에스씨,9780,5680,5690,50,5680,-0.87,5730,26403,5850,152,5850,500,5670,7440,7420,4020,4000,10.14,560,6600,3850,1000,17600000,170,8800
1733,엠젠플러스,32790,4075,0,0,0,0.00,4075,0,0,0,0,500,0,5290,5290,2855,2855,-15.55,-262,0,0,1130,27734345,234,13867
1734,연우,115960,25900,25950,500,25900,-1.89,26400,60712,26150,1572,26400,500,25700,34300,34150,18500,18450,22.66,1143,31750,16100,3211,12398000,2369,6199
1735,오디텍,80520,7720,7720,160,7710,+2.12,7560,606549,8040,4665,8100,500,7520,9820,9680,5300,5220,11.73,658,9390,3970,907,11746609,496,5873
1736,오킨스전자,80580,22750,22800,650,22750,-2.78,23400,44684,22900,1024,23400,500,22600,30400,30700,16400,16600,-631.94,-36,50000,7060,4022,17679298,949,8839
1737,와이엔텍,67900,14600,14650,100,14600,-0.68,14700,135340,14600,1965,14750,500,14400,19100,19500,10300,10500,11.77,1240,18100,10450,2657,18199659,438,9099
1738,와이오엠,66430,2650,2650,5,2645,+0.19,2645,288499,2675,757,2685,500,2585,3435,3840,1855,2070,36.30,73,4120,1470,420,15855736,1515,7927
1739,와이지엔터테인먼트,122870,52700,52800,1400,52700,-2.59,54100,163584,54200,8658,54300,500,52500,70300,69900,37900,37700,48.57,1085,60500,38150,9715,18434369,2948,9217
1740,우리이앤엘,153490,1755,1755,25,1750,+1.45,1730,642079,1730,1126,1780,500,1725,2245,2190,1215,1180,-877.50,-2,2190,817,903,51480000,214,25740
1741,우리조명,37400,3460,3460,5,3455,-0.14,3465,113828,3485,394,3530,500,3430,4500,4510,2430,2430,10.68,324,4885,1095,906,26173346,366,13086
1742,우주일렉트로,65680,27850,27850,500,27650,+1.83,27350,29420,27300,804,27950,500,26750,35550,34800,19150,18800,17.62,1581,44000,23050,2767,9934220,871,4967
1743,웨이브일렉트로,95270,5150,5150,1400,5140,-21.37,6550,4326512,6050,23542,6150,500,4890,8510,12150,4590,6550,-2.57,-2007,12550,2580,771,14971256,180,7485
1744,웹케시,53580,34400,34500,100,34400,-0.29,34500,8692,34500,300,34750,500,34400,44850,44350,24150,23950,23.68,1453,93600,33950,4742,13786248,3044,6893
1745,위니아딤채,71460,4925,4925,75,4920,-1.50,5000,161301,5040,797,5040,500,4905,6500,6440,3500,3475,5.98,823,6780,2235,1771,35967295,776,31872
1746,위더스제약,330350,14400,14400,700,14350,+5.11,13700,1823320,13850,27045,15950,200,13700,17800,17800,9600,9600,30.70,469,29350,12850,1899,13188622,47,2637
1747,위드텍,348350,21900,21900,200,21850,+0.92,21700,20269,21900,443,22150,500,21700,28200,28050,15200,15150,21.73,1008,78800,20700,2230,10183600,10,5091
1748,위지윅스튜디오,299900,16300,16350,1300,16300,-7.39,17600,2004306,17600,33586,17800,500,16300,22850,23500,12350,12700,582.14,28,20700,3800,5939,36434221,431,18217
1749,윈스,136540,17100,17100,300,17050,-1.72,17400,67025,17450,1146,17450,500,16950,22600,22600,12200,12200,16.38,1044,23700,15500,2088,12211663,744,6105
1750,윈텍,320000,2910,2915,65,2910,-2.18,2975,103895,2930,304,2965,100,2910,3865,3820,2085,2060,-32.33,-90,4350,2415,538,18499148,90,1849
1751,유라테크,48430,11800,11800,50,11750,+0.43,11750,26667,11800,315,11950,500,11750,15250,15400,8250,8300,29.95,394,17200,9410,1359,11520000,120,5760
1752,율호,72770,3260,3260,80,3255,-2.40,3340,626000,3310,2036,3375,500,3195,4340,4345,2340,2345,465.71,7,4320,1325,1270,38967004,619,19483
1753,이그잭스,60230,2390,2395,40,2390,-1.65,2430,1476373,2435,3542,2455,500,2375,3155,3080,1705,1660,239.00,10,2825,1315,2071,86644077,854,43322
1754,이니텍,53350,7310,7320,110,7310,-1.48,7420,170565,7350,1249,7410,500,7260,9640,9620,5200,5180,104.43,70,9910,3990,1447,19790916,345,9895
1755,이큐셀,160600,3100,0,0,0,0.00,3100,0,0,0,0,500,0,0,0,0,0,-1.39,-2224,0,0,427,13780746,129,6890
1756,인지디스플레,37330,3205,3205,10,3200,-0.31,3215,115334,3225,367,3225,500,3160,4175,4160,2255,2240,8.24,389,4645,1730,1407,43885224,2041,21942
1757,인콘,83640,2470,2470,50,2465,-1.98,2520,712789,2500,1762,2520,500,2445,3275,3305,1765,1785,13.07,189,4550,792,1103,44658769,389,21897
1758,인크로스,216050,51800,51800,500,51600,-0.96,52300,17601,52000,906,52100,500,51100,67900,68300,36700,36900,29.57,1752,63500,37850,4173,8056777,1295,4028
1759,일지테크,19540,4795,4795,20,4765,-0.42,4815,166088,4825,787,4830,500,4690,6250,6300,3375,3395,-10.22,-469,6300,3105,648,13513500,471,6756
1760,제넥신,95700,83700,83800,1900,83700,-2.22,85600,162983,85200,13678,85200,500,83300,111200,109400,60000,59000,31.79,2633,190300,81000,20933,25009432,1456,12504
1761,제이에스티나,26040,3160,3165,110,3160,+3.61,3050,209356,3050,650,3160,500,3020,3965,4125,2135,2225,-4.69,-674,4050,1850,522,16503790,303,8684
1762,제이엠아이,33050,1955,1955,95,1950,-4.63,2050,1236588,2050,2466,2110,1000,1940,2665,2745,1435,1485,-11.30,-173,2200,922,637,32579342,942,32579
1763,제일전기공업,199820,20750,20750,250,20700,-1.19,21000,28066,21100,583,21100,500,20700,27300,27300,14700,14700,14.09,1473,42000,19800,2305,11110000,14,5555
1764,지엔원에너지,270520,3820,3825,240,3820,-5.91,4060,920111,4035,3538,4070,100,3735,5270,5460,2845,2940,79.58,48,5500,1960,1192,31208908,805,3120
1765,진로발효,18120,32350,32350,50,32250,-0.15,32400,640,32400,21,32400,500,32150,42100,42150,22700,22750,19.97,1620,34700,29900,2142,6621120,693,3533
1766,체리부로,66360,2140,2145,15,2140,+0.71,2125,164883,2160,352,2160,500,2115,2760,2755,1490,1485,-2.02,-1062,2980,2065,596,27872374,230,13936
1767,케이디켐,221980,17050,17050,50,17000,+0.29,17000,4847,16900,82,17050,500,16850,22100,21900,11900,11800,9.44,1807,20650,10850,688,4034800,73,2017
1768,케이씨티,89150,8300,8330,380,8300,-4.38,8680,238782,8640,2014,8700,500,8290,11250,11450,6080,6180,1185.71,7,11750,3255,1423,17150000,49,8575
1769,케이피에스,256940,16500,16550,200,16500,+1.23,16300,25300,16300,412,16500,500,16100,21150,21550,11450,11650,-50.15,-329,23650,13000,2953,17899253,195,8949
1770,코리아에스이,101670,2305,2305,0,2295,0.00,2305,279182,2300,647,2380,200,2275,2995,2930,1615,1580,-9.64,-239,2730,1050,436,18900000,3795,3780
1771,코맥스,36690,8170,8190,40,8170,-0.49,8210,97037,8140,793,8290,500,8100,10650,10650,5750,5750,48.06,170,10750,4475,1249,15287331,322,7643
1772,코아스템,166480,18300,18300,0,18250,0.00,18300,75774,18300,1373,18500,500,17900,23750,23450,12850,12650,-20.87,-877,34350,15400,2877,15721020,140,7860
1773,큐렉소,60280,9440,9440,130,9420,-1.36,9570,104008,9570,979,9570,500,9310,12400,12450,6700,6720,-786.67,-12,12300,5130,3156,33437417,247,16718
1774,큐로컴,40350,1540,1540,25,1535,-1.60,1565,753374,1575,1165,1575,500,1505,2030,2045,1100,1105,-20.26,-76,2975,1240,1940,125973472,3501,62986
1775,큐리언트,115180,30300,0,0,0,0.00,30300,0,0,0,0,500,0,39350,39350,21250,21250,-14.17,-2139,42450,27100,2692,8883462,112,4441
1776,태양,53620,11000,11050,300,11000,+2.80,10700,32781,10700,355,11100,500,10350,13900,13800,7500,7500,19.23,572,12850,7730,946,8600000,90,4300
1777,태웅,44490,12500,0,0,0,0.00,12500,0,0,0,0,500,0,16250,16250,8750,8750,-2.65,-4722,19300,10450,2501,20007381,340,10003
1778,테크윙,89030,26500,26500,250,26450,-0.93,26750,268809,26800,7181,27150,500,26250,34750,34900,18750,18800,17.61,1505,29150,16200,5138,19388368,818,9757
1779,티씨케이,64760,194700,194700,800,194600,-0.41,195500,17945,193800,3479,195900,500,192200,254100,252300,136900,135900,35.29,5517,247800,84500,22731,11675000,8736,5837
1780,티앤엘,340570,37850,37900,1450,37850,-3.69,39300,148598,39050,5678,39350,500,37700,51000,50700,27550,27300,25.17,1504,92300,36450,3076,8128000,83,4464
1781,티에스아이,277880,9100,9100,120,9090,-1.30,9220,98899,9220,902,9250,500,9080,11950,12000,6460,6480,-94.79,-96,21300,8590,1687,18534230,56,9267
1782,티에스이,131290,77300,77300,200,77200,+0.26,77100,59597,78100,4613,79400,500,76100,100200,97300,54000,52500,30.93,2499,77500,31550,8550,11061429,1028,5530
1783,티움바이오,321550,22000,22050,1150,22000,-4.97,23150,515405,23250,11544,23250,500,21950,30050,29700,16250,16000,-37.93,-580,29650,13400,5241,23821926,12,11910
1784,파루,43200,1280,1280,80,1275,+6.67,1200,1011708,1220,1277,1340,500,1200,1560,1540,840,830,-2.12,-604,3540,1110,496,38785447,1492,19392
1785,파인테크닉스,106240,8550,8560,30,8550,+0.35,8520,303542,8490,2586,8630,500,8450,11050,11050,5970,5960,67.32,127,9860,3590,3864,45192369,944,22596
1786,팜스빌,318010,11000,11050,150,11000,-1.35,11150,49257,11150,546,11400,500,10800,14450,14400,7850,7800,39.86,276,14200,9850,872,7929338,50,3964
1787,팬스타엔터프라이즈,54300,1080,1085,15,1080,-1.37,1095,2246340,1095,2397,1105,500,1055,1420,1455,770,785,-8.93,-121,1385,655,581,53785531,933,26892
1788,포메탈,119500,5100,5100,0,5090,0.00,5100,172189,5110,878,5160,500,5030,6630,6610,3570,3570,45.54,112,6060,2905,604,11847232,268,6012
1789,플레이위드,23770,11400,11500,450,11400,-3.80,11850,141428,11800,1629,11900,500,11350,15400,15450,8300,8350,19.76,577,14700,8010,992,8703529,102,4351
1790,피씨엘,241820,51700,51800,3200,51700,-5.83,54900,350145,55400,18693,56500,500,51300,71300,57600,38500,31050,81.03,638,78500,17650,5216,10089397,60,5044
1791,피피아이,62970,7160,7160,10,7150,-0.14,7170,231671,7170,1647,7370,500,6960,9320,9600,5020,5180,-12.07,-593,11200,4930,666,9308185,48,4654
1792,하나금융17호스팩,363260,2335,2340,20,2335,-0.85,2355,40268,2350,94,2375,100,2330,3060,3055,1650,1645,-31.55,-74,2945,2035,159,6810000,429,681
1793,하나머스트7호스팩,372290,2700,2705,110,2700,-3.91,2810,186578,2845,510,2845,100,2700,3650,3625,1970,1955,-67.50,-40,5650,2040,116,4304000,1,430
1794,한국파마,32300,56300,56400,300,56300,+0.54,56000,1582148,54600,92690,62400,500,53600,72800,64300,39200,34650,174.30,323,94800,13100,6140,10906701,10,5453
1795,한창산업,79170,11650,11750,100,11650,+0.87,11550,312078,11650,3681,12150,500,11400,15000,15700,8100,8500,40.73,286,17500,5300,606,5200000,452,2600
1796,한화에스비아이스팩,317320,4235,4235,135,4230,-3.09,4370,900552,4380,3819,4385,100,4185,5680,6780,3060,3660,-1058.75,-4,5740,2435,185,4360000,21,436
1797,해성티피씨,59270,21700,21700,850,21650,-3.77,22550,119836,22550,2594,22650,500,21150,29300,28700,15800,15500,-90.79,-239,41100,18000,1005,4630000,9,2315
1798,핸디소프트,220180,4440,4440,0,4405,0.00,4440,54198,4435,237,4470,500,4315,5770,5740,3110,3095,18.66,238,5770,2770,862,19408000,71,9704
1799,현대공업,170030,8630,8630,40,8620,-0.46,8670,60586,8670,522,8680,500,8590,11250,11200,6070,6060,9.75,885,11800,4310,1324,15340000,225,7670
1800,화신정공,126640,2310,2310,45,2305,-1.91,2355,742431,2385,1722,2385,100,2295,3060,3100,1650,1670,15.00,154,3035,1135,840,36373887,961,3637
1801,휴마시스,205470,18150,18200,850,18150,-4.47,19000,1878334,18800,34660,19250,100,18000,24700,25250,13300,13650,20.08,904,28350,5300,6212,34223815,298,3422
1802,휴비츠,65510,9470,9480,300,9470,+3.27,9170,1727776,10200,17276,10800,500,9370,11900,11850,6420,6400,-41.90,-226,10450,6250,1125,11882871,1112,5941
1803,흥국,10240,10850,10850,300,10800,+2.84,10550,130166,10550,1393,10900,500,10500,13700,13800,7400,7500,9.91,1095,14650,3960,1337,12322696,444,6161
1804,굿센,243870,19000,19500,0,18500,0.00,19000,5,19000,0,19000,500,19000,21850,22350,16150,16550,N/A,N/A,24150,8070,491,2583805,0,1291
1805,데이드림엔터,348840,12800,12850,100,12800,-0.78,12900,157,12900,2,12900,500,12450,14800,14950,11000,11050,N/A,N/A,36800,8500,108,842500,0,421
1806,듀켐바이오,176750,10400,10400,100,10250,-0.95,10500,2706,10550,28,10550,500,10250,12050,12100,8950,9000,N/A,N/A,12400,5150,921,8858687,6,4429
1807,라이프사이언스테크놀로지,285770,2300,2290,0,2055,0.00,2300,1,2300,0,2300,500,2300,2645,2465,1955,1825,N/A,N/A,4470,2025,82,3545380,0,1772
1808,렌딩머신,179720,4200,4300,0,4000,0.00,4200,0,4200,0,4200,500,4200,4830,4830,3570,3570,N/A,N/A,6000,233,43,1016363,0,508
1809,로보쓰리,238500,1505,1510,35,1505,-2.27,1540,15152,1525,22,1525,500,1420,1770,1775,1310,1315,N/A,N/A,3500,359,242,16077942,0,8038
1810,명진홀딩스,267060,1170,1170,90,1160,+8.33,1080,10,1190,0,1190,500,953,1240,1285,920,955,N/A,N/A,2295,950,103,8812359,0,4406
1811,미래엔에듀파트너,208890,3695,3495,0,3200,0.00,3695,0,3695,0,3695,1000,3695,4245,4140,3145,3060,N/A,N/A,3695,810,116,3150820,0,3150
1812,바이오인프라생명과학,266470,4000,4000,35,3970,+0.88,3965,77301,4290,315,4555,500,3900,4555,3965,3375,2935,N/A,N/A,4625,1885,564,14106847,0,7053
1813,셀젠텍,258250,10500,10550,350,10450,+3.45,10150,8677,10450,90,10900,500,10150,11650,11650,8650,8650,N/A,N/A,23050,7010,470,4475003,0,2237
1814,수프로,185190,2450,2450,45,2290,+1.87,2405,5782,2170,13,2450,500,2170,2765,2610,2045,1930,N/A,N/A,4660,1260,91,3695450,0,1847
1815,스템랩,258540,6900,6900,80,6660,-1.15,6980,5112,6630,35,6960,500,6630,8020,7820,5940,5780,N/A,N/A,23450,6000,360,5213970,0,2606
1816,에스앤디,260970,35750,35650,50,34250,-0.14,35800,10,35750,0,35750,500,35750,41150,40900,30450,30300,N/A,N/A,379700,27000,1086,3036420,0,1518
1817,에스에이티이엔지,158300,11900,0,0,0,0.00,11900,0,0,0,0,500,0,13650,13650,10150,10150,N/A,N/A,11900,4510,393,3306335,82,1653
1818,에스엠비나,299670,5580,5500,280,4580,+5.28,5300,3,5870,0,5870,100,5580,6090,6030,4510,4470,N/A,N/A,7760,1520,304,5450000,0,545
1819,에이원알폼,234070,17600,0,0,0,0.00,17600,0,0,0,0,500,0,20200,20200,15000,15000,N/A,N/A,17600,6550,629,3571441,0,1785
1820,유니포인트,121060,1730,1660,25,1525,+1.47,1705,2,1730,0,1730,500,1730,1960,1980,1450,1470,N/A,N/A,2085,927,103,5981670,0,2990
1821,이노진,344860,5900,5980,700,5020,+13.46,5200,5241,5500,31,5980,500,4810,5980,5200,4420,3855,N/A,N/A,6310,1010,110,1860000,200,930
1822,이성씨엔아이,379390,13700,13700,1600,11650,+13.22,12100,42,12150,1,13850,500,12150,13900,12300,10300,9100,N/A,N/A,16900,8200,389,2841460,0,1420
1823,제노텍,66830,3360,3355,185,3240,-5.22,3545,1814,3550,6,3550,500,3065,4075,3965,3015,2935,N/A,N/A,4880,2185,190,5667180,0,2833
1824,탑선,180060,11100,11000,300,10850,+2.78,10800,1467,11100,16,11100,500,10800,12400,12650,9200,9350,N/A,N/A,13500,10000,944,8506666,0,4253
1825,파워풀엑스,266870,1420,1415,10,1410,-0.70,1430,32,1430,0,1430,500,1305,1640,1640,1220,1220,N/A,N/A,2160,760,91,6408680,0,3204
1826,CJ CGV,79160,29450,29450,950,29400,-3.12,30400,681959,29800,19996,29850,500,29050,39500,39250,21300,21150,-1.43,-20628,34800,18150,10825,36757966,2126,17550
1827,DB하이텍,990,61000,61000,300,60900,-0.49,61300,495212,61600,30272,61800,5000,60600,79600,80300,43000,43300,17.10,3567,74300,30350,27083,44398588,7899,221992
1828,DL이앤씨,375500,146500,146500,500,146000,+0.34,146000,176273,147000,25543,147000,5000,143500,189500,187500,102500,101500,N/A,N/A,159000,103500,28361,19358738,5465,96793
1829,HDC현대EP,89470,5890,5890,0,5870,0.00,5890,46553,5910,274,5950,500,5850,7650,7610,4130,4110,12.83,459,7760,4040,1879,31900000,2456,17200
1830,HSD엔진,82740,8500,8500,80,8490,+0.95,8420,347993,8440,2970,8630,1000,8430,10900,10850,5900,5870,-43.81,-194,12250,4290,3971,46721246,1063,46721
1831,LF,93050,18450,18450,50,18400,-0.27,18500,74774,18500,1370,18500,5000,18100,24050,24050,12950,12950,23.00,802,22600,11900,5395,29240000,7130,146200
1832,LG생활건강,51900,1459000,1460000,31000,1459000,-2.08,1490000,66223,1481000,96938,1481000,5000,1458000,1937000,1943000,1043000,1047000,31.45,46392,1784000,1343000,227869,15618197,7128,78090
1833,SG세계물산,4060,825,825,3,824,+0.36,822,949913,829,778,829,500,812,1065,1085,576,586,-15.28,-54,930,539,1670,202424960,2764,101212
1834,SIMPAC,9160,7010,7020,40,7010,+0.57,6970,496844,6940,3509,7200,500,6920,9060,8680,4880,4680,10.92,642,7450,2245,4587,65429516,5101,32714
1835,SKC,11790,161500,161500,0,161000,0.00,161500,218292,160500,35285,163000,5000,159500,209500,207000,113500,112000,-2563.49,-63,171500,69100,61157,37868298,5046,189341
1836,SK디앤디,210980,36900,36900,200,36850,+0.54,36700,51560,36650,1895,36950,1000,36550,47700,47450,25700,25550,13.50,2734,60300,32750,7450,20190164,1080,20190
1837,SK아이이테크놀로지,361610,225500,225500,500,225000,+0.22,225000,363264,225500,81569,228500,1000,220500,292500,298000,157500,161000,N/A,N/A,249000,138000,160776,71297592,5536,71297
1838,SUN&L,2820,6420,6420,70,6410,+1.10,6350,33558,6360,213,6470,1000,6270,8250,8220,4450,4440,-5.87,-1094,7580,3340,809,12607989,193,12607
1839,TCC스틸,2710,6370,6380,120,6370,-1.85,6490,474775,6490,3061,6560,1000,6350,8430,8520,4550,4600,58.44,109,6740,1865,1497,23500000,1016,23500
1840,TYM,2900,2105,2110,0,2105,0.00,2105,3633661,2110,7653,2130,500,2090,2735,2710,1475,1460,35.08,60,2250,1045,2976,141364744,4460,70682
1841,가온전선,500,34400,34400,500,34350,+1.47,33900,31819,33900,1074,34450,5000,33350,44050,43700,23750,23600,14.47,2378,49700,16300,1431,4160347,79,20801
1842,경보제약,214390,13350,13350,150,13300,-1.11,13500,109560,13550,1475,13750,500,13300,17550,17150,9450,9250,35.79,373,22600,9080,3192,23906860,191,11953
1843,고려산업,2140,4115,4115,125,4110,-2.95,4240,258841,4240,1074,4265,1000,4105,5510,5440,2970,2930,12.78,322,5580,3265,1026,24939425,309,24939
1844,광전자,17900,2735,2745,130,2735,-4.54,2865,178527,2840,495,2845,500,2735,3720,3560,2010,1920,-9.87,-277,3325,1910,1585,57943763,12595,28971
1845,남광토건,1260,16350,16400,100,16350,+0.62,16250,56930,16250,934,16650,5000,16100,21100,21450,11400,11550,11.35,1440,19600,9530,1607,9828901,153,49144
1846,넥센,5720,5100,5100,60,5080,-1.16,5160,39029,5120,197,5160,500,5030,6700,6700,3620,3620,16.14,316,5630,3650,2731,53543977,1113,26771
1847,농심,4370,329000,329000,3000,328500,+0.92,326000,42181,332000,13818,332500,5000,323500,423500,419000,228500,226000,15.54,21170,392000,271500,20012,6082642,835,30413
1848,다우기술,23590,26700,26700,200,26650,-0.74,26900,107850,26750,2880,27050,500,26550,34950,35000,18850,18900,3.16,8447,29700,18700,11979,44866617,9661,22433
1849,대교,19680,4780,4780,60,4765,-1.24,4840,198702,4810,946,4840,500,4720,6290,6250,3390,3370,-46.86,-102,6020,3545,4049,84702850,3263,42351
1850,대성산업,128820,4940,4940,170,4935,-3.33,5110,370996,5120,1844,5120,5000,4710,6640,6640,3580,3580,4.36,1132,6280,2930,2235,45235478,531,226177
1851,대유플러스,300,1475,1480,55,1475,-3.59,1530,2022175,1530,3017,1530,500,1475,1985,1900,1075,1030,-8.48,-174,1935,560,1785,120998774,1565,60499
1852,대한제분,1130,175500,176000,3500,175500,-1.96,179000,6933,179500,1225,179500,5000,175500,232500,225500,125500,121500,13.69,12821,203000,137500,2966,1690000,144,8450
1853,대한항공,3490,29900,29950,250,29900,-0.83,30150,1323705,30100,39623,30150,5000,29900,39150,39150,21150,21150,12.78,2339,35400,17000,103998,347820825,37708,1739104
1854,대한화섬,3830,141000,141500,5500,141000,-3.75,146500,1193,146500,168,146500,5000,140000,190000,190000,103000,103000,13.95,10104,174000,77500,1872,1328000,3,6640
1855,대호에이엘,69460,4335,4335,40,4330,+0.93,4295,345352,4280,1487,4395,500,4200,5580,5630,3010,3035,34.68,125,4935,1765,2059,47507933,776,23753
1856,동남합성,23450,63500,63500,1100,63400,-1.70,64600,1460,65000,93,65000,500,63500,83900,84600,45300,45600,20.73,3063,70000,31550,2292,3610000,1,3125
1857,동방,4140,6320,6320,90,6310,-1.40,6410,548204,6390,3471,6410,1000,6310,8330,8320,4490,4480,17.08,370,13950,1610,2526,39971766,321,39971
1858,동아타이어,282690,12300,12300,0,12250,0.00,12300,32148,12350,395,12400,500,12200,15950,15950,8650,8650,12.93,951,13950,8990,1689,13733015,451,6866
1859,동양피스톤,92780,6430,6440,230,6430,-3.45,6660,204646,6660,1330,6730,500,6390,8650,8580,4670,4620,-14.78,-435,8020,4430,847,13168460,145,6584
1860,동원시스템즈,14820,43150,43250,400,43150,-0.92,43550,25782,43500,1118,44000,5000,42900,56600,57000,30500,30750,21.07,2048,63400,20900,11054,25618511,311,128092
1861,디와이파워,210540,16800,16800,50,16750,-0.30,16850,63963,16850,1066,16850,500,16550,21900,21800,11800,11800,5.71,2943,21250,9700,1855,11041708,1006,5520
1862,롯데리츠,330590,5930,5930,0,5920,0.00,5930,299258,5920,1766,5930,588,7700,7690,4160,4150,34.48,172,6250,4870,14408억원,2429688,24843천주,121484,5
1863,롯데손해보험,400,1850,1855,20,1850,-1.07,1870,296091,1870,548,1870,1000,1845,2430,2410,1310,1300,N/A,0,2205,1535,5741,310336320,3267,310336
1864,메리츠금융지주,138040,25100,25100,400,25050,+1.62,24700,208456,24600,5201,25600,500,24500,32100,31200,17300,16800,5.88,4272,24850,8460,33637,134011294,10820,71442
1865,무림P&P,9580,5010,5020,190,5010,-3.65,5200,383511,5220,1950,5250,2500,4995,6760,6730,3640,3630,-23.86,-210,6450,2915,3125,62368324,1235,155920
1866,미원상사,2840,210000,210000,500,209500,-0.24,210500,749,211000,156,211000,500,209000,273500,274500,147500,148500,18.82,11159,243500,81300,10437,4970000,204,6661
1867,방림,3610,2330,2345,90,2330,-3.72,2420,358884,2420,842,2425,500,2315,3145,3155,1695,1705,14.75,158,3090,1680,986,42314090,383,21157
1868,보령제약,3850,17950,17950,0,17900,0.00,17950,181482,17950,3251,18150,500,17700,23300,22900,12600,12400,29.43,610,30100,13900,10352,57670000,3623,28835
1869,사조오양,6090,11700,11750,100,11700,-0.85,11800,42684,11800,497,11900,5000,11500,15300,15050,8300,8150,6.10,1917,13600,7930,1102,9422739,308,47113
1870,삼아알미늄,6110,15200,15250,300,15200,-1.94,15500,1152650,16100,18460,16850,500,15200,20150,19750,10850,10650,35.19,432,17750,5190,1672,11000000,3666,5500
1871,삼양식품,3230,91800,91800,600,91700,+0.66,91200,37784,92300,3456,92400,5000,90800,118500,116500,63900,63000,11.94,7690,127000,83500,6915,7533015,462,37665
1872,삼영전자공업,5680,13200,13250,150,13200,-1.12,13350,43747,13350,579,13350,500,13200,17350,17400,9350,9400,20.06,658,14550,7500,2640,20000000,8309,10000
1873,삼화전자공업,11230,3985,3985,35,3955,+0.89,3950,93308,3955,366,4010,1000,3900,5130,5190,2765,2800,-26.74,-149,4970,2530,417,10457940,777,10457
1874,새론오토모티브,75180,6900,6930,40,6900,-0.58,6940,21212,6980,146,7000,500,6900,9020,9160,4860,4940,14.20,486,8450,3915,1325,19200000,13053,9600
1875,성문전자,14910,2415,2425,25,2415,-1.02,2440,125232,2465,304,2490,500,2405,3170,3155,1710,1705,-89.44,-27,3080,1455,471,19486857,1254,9743
1876,세화아이엠씨,145210,765,766,12,765,-1.54,777,984252,777,755,782,500,762,1010,1010,544,544,-2.28,-336,1440,502,1206,157607815,0,78803
1877,신대양제지,16590,96900,96900,1900,96800,-1.92,98800,8733,98300,843,99600,5000,94100,128000,128000,69200,69000,8.66,11189,99800,50200,3905,4029782,360,20148
1878,신세계I&C,35510,196000,196000,3500,195500,+1.82,192500,21131,192000,4076,196000,5000,189000,250000,239500,135000,129500,4.61,42510,219500,115000,3371,1720000,51,8600
1879,쌍방울,102280,812,812,7,811,-0.85,819,6548289,815,5355,827,500,810,1060,1040,574,561,-14.00,-58,1445,600,2132,262592129,11200,131296
1880,아남전자,8700,3150,3150,20,3145,-0.63,3170,1205906,3170,3786,3190,500,3120,4120,4080,2220,2200,24.61,128,3880,1390,2429,77124820,1040,38562
1881,아세아제지,2310,54000,54000,500,53900,-0.92,54500,48804,55100,2658,56000,5000,53500,70800,70400,38200,38000,6.79,7949,61000,23800,4837,8956502,506,44782
1882,애경유화,161000,13100,13150,400,13100,+3.15,12700,1929114,13050,25783,13750,500,12950,16500,17150,8900,9250,7.10,1844,15750,6630,4197,32040000,4624,16020
1883,에스원,12750,80600,80600,800,80500,-0.98,81400,85191,81000,6873,81200,500,80300,105500,105000,57000,56800,20.49,3933,104500,78800,30627,37999178,20472,18999
1884,에이엔피,15260,2100,2100,20,2095,-0.94,2120,272710,2120,573,2155,500,2070,2755,2680,1485,1450,-1.27,-1653,2480,158,458,21826409,80,10913
1885,엔케이물산,9810,839,839,51,838,-5.73,890,3941511,897,3343,897,100,813,1155,1170,623,632,13.53,62,1050,311,666,79439210,5797,7943
1886,영흥,12160,1200,1205,20,1200,-1.64,1220,853683,1220,1031,1225,500,1195,1585,1590,855,860,-3.75,-320,1590,1030,1216,101310372,2088,50655
1887,오리온홀딩스,1800,16800,16800,200,16750,+1.20,16600,144339,16650,2395,16800,500,16400,21550,21550,11650,11650,14.11,1191,18750,11900,10524,62645422,3258,31322
1888,와이투솔루션,11690,2440,0,0,0,0.00,2440,0,0,0,0,500,0,0,0,0,0,-11.79,-207,0,0,3593,147235637,1717,73617
1889,웅진,16880,3120,3125,0,3120,0.00,3120,50272807,3280,166824,3490,500,3020,4055,3840,2185,2070,-20.13,-155,4165,999,2494,79927080,824,42213
1890,원림,5820,25900,26150,100,25900,+0.39,25800,4136,25950,107,26300,5000,25800,33500,34150,18100,18450,3.45,7504,32800,16550,595,2297970,37,11489
1891,유니퀘스트,77500,11000,11000,150,10950,-1.35,11150,122510,11100,1346,11150,500,10900,14450,14400,7850,7800,8.37,1315,16600,8520,3006,27329225,12243,13664
1892,이지스밸류플러스리츠,334890,5600,5600,20,5580,-0.36,5620,68421,5600,381,5640,553,7300,7290,3940,3930,N/A,N/A,5800,4385,1344억원,240000,745천주,24000,5
1893,인바이오젠,101140,4295,4295,290,4290,-6.32,4585,2913775,4600,12667,4610,500,4200,5960,6050,3210,3265,-89.48,-48,7800,2965,2215,51561397,737,25780
1894,일동제약,249420,15200,15400,250,15200,-1.62,15450,50034,15450,762,15450,1000,15150,20050,20000,10850,10800,-14.67,-1036,25300,14950,3618,23803285,1055,23803
1895,일신석재,7110,3125,3130,40,3125,+1.30,3085,22971535,3055,71457,3170,500,3035,4010,3860,2160,2080,208.33,15,3220,1820,2421,77456610,1414,38728
